City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
460,San Francisco,US,37.7749,-122.4194,60.89,78,75,4.0,broken clouds
461,Endicott,US,42.0984,-76.0494,66.2,90,1,1.01,clear sky
462,Dudinka,RU,69.4058,86.1778,29.44,95,100,6.69,overcast clouds
463,Tulun,RU,54.5611,100.5792,37.94,57,80,8.52,broken clouds
464,Marawi,PH,7.9986,124.2928,67.64,95,100,2.62,moderate rain
465,Shenjiamen,CN,29.9576,122.298,79.12,81,3,12.64,clear sky
466,Rio Gallegos,AR,-51.6226,-69.2181,41.05,48,0,12.66,clear sky
467,Touros,BR,-5.1989,-35.4608,79.7,79,99,12.15,overcast clouds
468,Yerofey Pavlovich,RU,53.9667,121.9667,41.74,49,100,1.72,overcast clouds
469,Marsh Harbour,BS,26.5412,-77.0636,82.17,63,100,4.5,overcast clouds
470,Shadegan,IR,30.6497,48.6647,75.11,12,0,10.6,clear sky
471,Cockburn Town,TC,21.4612,-71.1419,82.69,76,6,12.44,clear sky
472,Husavik,IS,66.0449,-17.3389,40.91,94,98,6.11,overcast clouds
473,Tommot,RU,58.9564,126.2925,38.7,79,99,9.91,overcast clouds
474,Luorong,CN,24.4058,109.6086,71.74,79,100,15.97,light rain
475,Lieksa,FI,63.3167,30.0167,51.15,93,100,12.55,overcast clouds
476,Saldanha,ZA,-33.0117,17.9442,53.65,86,24,8.25,few clouds
477,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,75.72,85,89,7.34,overcast clouds
478,Vysokogornyy,RU,50.1167,139.15,45.84,48,43,10.07,scattered clouds
479,Lufilufi,WS,-13.8745,-171.5986,85.78,74,40,14.36,scattered clouds
480,Valparaiso,CL,-33.0393,-71.6273,53.24,76,0,6.91,clear sky
481,Sandwick,GB,60.0,-1.25,53.42,100,20,11.5,few clouds
482,Yuzha,RU,56.5831,42.0122,35.49,87,61,4.9,broken clouds
483,Hamilton,US,39.1834,-84.5333,69.57,89,40,1.01,scattered clouds
484,Old Bridge,US,40.4148,-74.3654,70.34,91,89,9.13,overcast clouds
485,Lianzhou,CN,24.7811,112.3825,66.25,98,100,5.37,light rain
486,Vangaindrano,MG,-23.35,47.6,66.52,79,100,5.3,overcast clouds
487,Marsa Matruh,EG,31.3525,27.2453,62.8,82,0,0.0,clear sky
488,San Patricio,US,28.017,-97.5169,79.84,65,11,6.98,few clouds
489,Alofi,NU,-19.0595,-169.9187,82.29,69,13,11.5,few clouds
490,Mayo,US,38.8876,-76.5119,72.55,82,90,4.0,overcast clouds
491,Mbekenyera,TZ,-10.0,38.9833,64.31,92,0,2.86,clear sky
492,Puno,PE,-15.8333,-70.0333,48.18,67,100,5.19,overcast clouds
493,Arkhara,RU,49.4212,130.0842,55.47,46,98,9.8,overcast clouds
494,Mumford,GH,5.2618,-0.759,77.88,89,100,8.75,overcast clouds
495,Hambantota,LK,6.1241,81.1185,79.14,100,20,8.05,few clouds
496,Fort Nelson,CA,58.8053,-122.7002,51.39,37,75,4.61,broken clouds
497,Ugoofaaru,MV,5.6667,73.0,82.94,77,64,16.98,broken clouds
498,Ibra,OM,22.6906,58.5334,77.11,54,1,2.77,clear sky
499,Glenwood Springs,US,39.5505,-107.3248,56.21,81,90,1.01,overcast clouds
500,Juba,SS,4.8517,31.5825,70.75,87,82,1.16,broken clouds
501,Ust-Kuyga,RU,70.0167,135.6,18.25,90,71,5.61,broken clouds
502,Ibiruba,BR,-28.6275,-53.0897,59.49,97,100,6.55,overcast clouds
503,Impfondo,CG,1.6381,18.0667,71.38,91,100,1.68,overcast clouds
504,Ambanja,MG,-13.6833,48.45,72.05,88,76,2.77,broken clouds
505,Malanje,AO,-9.5402,16.341,65.1,92,94,3.33,overcast clouds
506,Mazamari,PE,-11.3258,-74.5308,70.48,90,57,2.46,broken clouds
507,West Wendover,US,40.7391,-114.0733,52.81,66,90,9.22,overcast clouds
508,Beinamar,TD,8.6698,15.3813,72.9,93,97,4.36,overcast clouds
509,Caranavi,BO,-15.8167,-67.55,67.01,88,92,2.35,overcast clouds
510,Oktyabrskiy,RU,54.4815,53.471,35.89,77,6,2.75,clear sky
511,Nalut,LY,30.3333,10.85,67.17,69,0,14.92,clear sky
512,Lewistown,US,40.5992,-77.5714,69.48,94,90,0.0,overcast clouds
513,Zaysan,KZ,47.4667,84.8667,36.12,48,0,1.39,clear sky
514,Mariinskiy Posad,RU,56.115,47.718,36.54,87,80,4.97,broken clouds
515,Shirochanka,RU,46.6497,38.3978,43.9,52,43,21.5,scattered clouds
516,Acapulco,MX,16.8634,-99.8901,84.02,84,90,2.3,overcast clouds
517,Cairo,EG,30.0626,31.2497,71.71,45,0,9.22,clear sky
518,Nabire,ID,-3.3667,135.4833,87.51,66,76,4.45,broken clouds
519,Wewak,PG,-3.5534,143.6268,86.63,67,24,8.03,few clouds
520,Qasigiannguit,GL,68.8193,-51.1922,26.85,75,28,5.95,scattered clouds
521,Barauna,BR,-5.08,-37.6167,76.91,82,100,11.97,overcast clouds
522,Vysotsk,RU,60.6288,28.5705,51.12,93,100,13.98,overcast clouds
523,Zhangye,CN,38.9342,100.4517,37.11,54,71,0.87,broken clouds
524,Sydney,AU,-33.8679,151.2073,83.61,53,0,1.99,clear sky
525,Marietta,US,33.9526,-84.5499,70.0,90,20,0.0,few clouds
526,Pompeu,BR,-19.2244,-44.9353,69.53,82,96,6.11,overcast clouds
527,Koutsouras,GR,35.0339,25.9469,67.1,77,0,7.49,clear sky
528,Karla,EE,59.3723,24.9275,51.57,87,40,8.05,scattered clouds
529,Kamen-Na-Obi,RU,53.7884,81.3423,39.24,83,41,14.58,scattered clouds
530,Bata,GQ,1.8639,9.7658,77.25,91,100,9.8,light rain
531,Balsas,BR,-7.5325,-46.0356,87.03,37,77,2.46,broken clouds
532,Pyapon,MM,16.2833,95.6833,82.78,80,89,2.53,overcast clouds
533,San Ramon,US,37.7799,-121.978,59.63,71,75,1.99,broken clouds
534,Evensk,RU,61.95,159.2333,30.06,45,20,0.47,few clouds
535,Hobyo,SO,5.3505,48.5268,77.63,86,10,20.27,clear sky
536,Jurm,AF,36.8648,70.8342,49.1,47,0,0.4,clear sky
537,Talara,PE,-4.5772,-81.2719,64.29,91,38,15.01,scattered clouds
538,Santa Maria,BR,-29.6842,-53.8069,61.9,77,75,11.5,light rain
539,Iskateley,RU,67.6803,53.1512,34.5,67,98,14.9,overcast clouds
540,Moose Factory,CA,51.2585,-80.6094,60.8,82,1,5.75,clear sky
541,Aleksandrov Gay,RU,50.147,48.5704,40.37,63,0,6.8,clear sky
542,Kalmunai,LK,7.4167,81.8167,81.68,73,100,4.12,overcast clouds
543,Griffith,US,41.5284,-87.4237,66.31,94,75,3.44,broken clouds
544,Guapo,BR,-16.8306,-49.5319,77.38,69,96,4.21,overcast clouds
545,Akom,CM,2.6678,12.7109,68.09,99,100,1.7,light rain
546,Mercedes,AR,-34.6515,-59.4307,55.85,67,48,7.16,scattered clouds
547,Kyzyl-Suu,KG,42.3414,78.0056,42.96,52,67,5.14,broken clouds
548,Mangai,CD,-4.05,19.5333,69.39,96,85,1.21,overcast clouds
549,Kabompo,ZM,-13.5927,24.2008,65.95,35,5,2.89,clear sky
550,Pizarro,CO,4.9533,-77.366,76.59,92,100,4.81,moderate rain
551,Ikalamavony,MG,-21.15,46.5833,58.86,79,27,5.68,scattered clouds
552,Henties Bay,NA,-22.116,14.2845,53.85,91,0,8.79,clear sky
553,Komsomolets,KZ,53.7453,62.0708,36.88,62,0,7.4,clear sky
554,Barra Do Garcas,BR,-15.89,-52.2567,76.87,74,62,3.91,broken clouds
555,Zeya,RU,53.75,127.2667,42.39,66,100,4.03,overcast clouds
556,Kuching,MY,1.55,110.3333,86.22,70,20,4.61,few clouds
557,Whitianga,NZ,-36.8333,175.7,66.02,55,9,13.53,clear sky
558,Fort Saint James,CA,54.4333,-124.25,36.61,95,100,3.6,overcast clouds
559,Namibe,AO,-15.1961,12.1522,64.38,75,42,7.11,scattered clouds
560,Kargil,IN,34.5667,76.1,42.62,32,0,3.85,clear sky
561,Chegdomyn,RU,51.1167,133.0167,48.02,58,100,5.93,overcast clouds
562,Watrous,CA,51.6668,-105.4679,47.98,76,92,9.22,overcast clouds
563,Birao,CF,10.2849,22.7882,72.73,60,90,3.24,overcast clouds
564,Statesboro,US,32.4488,-81.7832,71.91,94,1,0.0,clear sky
565,Dutlwe,BW,-23.9833,23.9,66.34,15,0,8.28,clear sky
566,Kurumkan,RU,54.3,110.3,38.17,66,33,0.51,scattered clouds
567,Yagodnoye,RU,62.55,149.6667,23.43,71,20,4.61,few clouds
568,Ustka,PL,54.5805,16.8619,45.66,56,3,7.16,clear sky
569,Liverpool,GB,53.4106,-2.9779,59.68,88,86,1.01,overcast clouds
570,Kirovskiy,RU,45.0917,133.5136,59.85,41,100,8.05,overcast clouds
571,Brokopondo,SR,4.75,-55.1667,77.67,89,100,8.48,overcast clouds
572,Taber,CA,49.8167,-112.1518,54.91,30,57,4.61,broken clouds
573,Aragats,AM,40.4889,44.3528,33.37,83,3,1.61,clear sky
574,Maine-Soroa,NE,13.2114,12.0241,83.28,16,69,8.57,broken clouds
575,Binzhou,CN,37.3667,118.0167,66.27,84,87,2.28,overcast clouds
576,Roald,NO,62.5833,6.1333,63.16,94,20,5.75,few clouds
577,Miajadas,ES,39.1513,-5.9084,64.78,41,31,1.92,scattered clouds
578,South Shields,GB,54.9986,-1.4323,58.23,96,66,1.14,broken clouds
579,Tautira,PF,-17.7333,-149.15,82.42,71,68,2.06,broken clouds
580,Radcliff,US,37.8404,-85.9491,69.98,98,1,0.0,clear sky
581,Gazojak,TM,41.1875,61.4036,40.87,53,0,9.51,clear sky
582,Lethem,GY,3.3803,-59.7968,77.14,87,100,3.71,overcast clouds
583,Flinders,AU,-34.5833,150.8552,79.81,52,76,4.0,broken clouds
584,Prince Rupert,CA,54.3161,-130.3201,49.69,90,90,16.11,mist
585,Finnsnes,NO,69.2296,17.9811,37.35,96,100,3.29,light snow
586,Peru,US,40.7537,-86.0689,65.77,93,4,3.4,clear sky
587,Beloha,MG,-25.1667,45.05,62.2,66,97,10.42,overcast clouds
588,Odweyne,SO,9.4092,45.064,72.19,69,51,6.64,broken clouds
589,Huancavelica,PE,-12.7667,-74.9833,41.18,88,100,3.11,light rain
590,Jalu,LY,29.0331,21.5482,72.73,29,0,10.83,clear sky
591,Sao Sebastiao,BR,-23.76,-45.4097,65.77,90,100,7.25,overcast clouds
592,Tual,ID,-5.6667,132.75,82.51,78,100,10.94,overcast clouds
593,Mgachi,RU,51.05,142.2667,49.3,44,53,10.16,broken clouds
594,Jiangyou,CN,31.7667,104.7167,63.77,93,100,2.24,light rain
595,Broken Hill,AU,-31.95,141.4333,82.11,14,0,6.91,clear sky
596,Van,TR,38.4924,43.3831,42.15,52,0,5.75,clear sky
597,Tynda,RU,55.1667,124.7167,38.28,59,41,1.19,scattered clouds
598,Zyryanka,RU,65.75,150.85,26.06,53,65,1.83,broken clouds
599,Neyshabur,IR,36.2133,58.7958,45.99,61,1,1.79,clear sky
600,Moussoro,TD,13.6408,16.4901,85.39,17,100,9.89,overcast clouds
601,Vila,PT,42.0304,-8.1588,53.92,65,100,3.11,overcast clouds
602,Kendari,ID,-3.945,122.4989,87.19,58,100,1.9,overcast clouds
603,Mecca,SA,21.4267,39.8261,81.88,71,63,6.87,broken clouds
604,Podor,MR,16.6527,-14.9587,86.99,46,99,9.75,overcast clouds
605,Egvekinot,RU,66.3167,-179.1667,22.86,84,100,14.07,overcast clouds
606,Juegang,CN,32.3174,121.1855,84.96,74,6,10.94,clear sky
607,Doaba,PK,33.4244,70.7364,73.15,42,0,2.48,clear sky
608,Antoniny,UA,49.8097,26.8771,33.48,58,62,7.56,broken clouds
609,Nelson Bay,AU,-32.7167,152.15,85.28,59,5,7.81,clear sky
610,Chapais,CA,49.7834,-74.8492,53.38,91,66,6.31,broken clouds
611,Ketchikan,US,55.3422,-131.6461,48.67,93,90,14.97,moderate rain
612,Novaya Mayna,RU,54.15,49.75,35.64,76,6,4.76,clear sky
613,Turbat,PK,26.0023,63.044,83.88,23,0,6.46,clear sky
614,Yangambi,CD,0.8102,24.4336,69.64,96,94,0.96,overcast clouds
615,Quelimane,MZ,-17.8786,36.8883,66.15,82,0,3.44,clear sky
616,Batetskiy,RU,58.6461,30.3027,41.67,69,100,6.31,light rain
617,Corumba,BR,-19.0092,-57.6533,79.27,64,44,0.96,scattered clouds
618,Vanavara,RU,60.34,102.2797,35.51,96,100,14.47,light rain
619,San Quintin,MX,30.4833,-115.95,67.84,77,8,19.77,clear sky
620,Mirnyy,RU,62.5353,113.9611,34.7,85,100,13.24,overcast clouds
621,Saint George,US,37.1041,-113.5841,61.39,88,1,1.01,clear sky
622,Betsiamites,CA,48.9413,-68.646,44.69,79,0,5.68,clear sky
623,Thanatpin,MM,17.2119,96.3033,81.36,82,56,4.23,broken clouds
624,Skibbereen,IE,51.55,-9.2667,58.8,99,100,12.5,overcast clouds
625,Mindelo,CV,16.8901,-24.9804,78.35,83,20,17.27,few clouds
626,Kondinskoye,RU,59.6481,67.41,40.15,73,47,14.32,scattered clouds
627,Amapa,BR,1.0,-52.0,73.6,93,78,2.84,broken clouds
628,Porto Walter,BR,-8.2686,-72.7439,76.91,73,20,1.63,few clouds
629,The Pas,CA,53.8251,-101.2541,42.82,56,1,3.44,clear sky
630,Sivas,TR,39.7916,37.0019,41.63,70,0,5.75,clear sky
631,Ust-Ilimsk,RU,58.0006,102.6619,36.03,96,100,12.3,overcast clouds
632,Mangrol,IN,21.1167,70.1167,82.71,78,99,2.1,overcast clouds
633,Huilong,CN,31.8111,121.655,88.03,75,0,13.09,clear sky
634,Namie,JP,37.4833,141.0,72.72,92,100,6.93,light rain
635,Tahta,EG,26.7693,31.5021,71.92,58,0,8.7,clear sky
636,Eyemouth,GB,55.8713,-2.0901,58.33,89,88,5.01,overcast clouds
637,Santa Rosa,PH,14.3122,121.1114,87.1,66,99,5.5,overcast clouds
638,Makurdi,NG,7.7411,8.5121,75.65,95,100,4.5,light rain
639,College,US,64.8569,-147.8028,43.12,79,75,5.75,broken clouds
640,Chimore,BO,-16.9833,-65.1333,81.93,58,97,0.65,overcast clouds
641,Northam,GB,51.0333,-4.2167,60.39,94,97,6.49,overcast clouds
642,Bay-Khaak,RU,51.1667,94.5,33.26,57,61,1.14,broken clouds
643,Thunder Bay,CA,48.4001,-89.3168,60.98,98,90,5.75,fog
644,Svirsk,RU,53.0858,103.3325,39.47,74,55,4.59,broken clouds
645,Bertoua,CM,4.5833,13.6833,68.07,95,100,1.86,overcast clouds
646,Dabat,ET,12.9842,37.765,53.62,81,65,4.38,broken clouds
647,Polson,US,47.6936,-114.1632,50.38,63,77,0.72,broken clouds
648,Kamaishi,JP,39.2667,141.8833,68.95,72,94,7.61,overcast clouds
649,Ivanovka,KG,42.8878,75.085,36.03,48,100,2.93,overcast clouds
650,Yabelo,ET,4.8833,38.0833,63.9,63,84,11.12,broken clouds
651,Tutoia,BR,-2.7619,-42.2744,79.65,82,59,11.1,broken clouds
652,Limon,CR,10.0,-83.0333,78.87,84,100,5.61,overcast clouds
653,Kapit,MY,2.0167,112.9333,89.22,59,22,1.57,few clouds
654,Pingliang,CN,35.5392,106.6861,40.21,83,100,17.4,overcast clouds
655,North Platte,US,41.1239,-100.7654,71.26,57,1,1.99,clear sky
656,Mehamn,NO,71.0357,27.8492,36.7,72,100,9.78,overcast clouds
657,Raudeberg,NO,61.9875,5.1352,58.19,93,100,8.01,overcast clouds
658,Bull Savanna,JM,17.8868,-77.5902,79.09,79,68,2.66,broken clouds
659,Innisfail,AU,-17.5333,146.0333,90.88,59,72,8.14,broken clouds
660,Mordovo,RU,52.0834,40.77,37.11,64,87,3.6,overcast clouds
661,Reisterstown,US,39.4696,-76.8294,69.78,86,100,5.12,overcast clouds
662,Ipswich,GB,52.0592,1.1555,51.85,99,20,4.61,few clouds
663,Tarko-Sale,RU,64.9225,77.785,34.66,92,100,26.06,light rain
664,Hovd,MN,48.0056,91.6419,33.69,35,5,2.46,clear sky
665,Sioux Lookout,CA,50.1001,-91.917,64.78,88,75,2.3,broken clouds
666,Bolshaya Dzhalga,RU,45.9695,42.6966,40.95,65,87,16.44,overcast clouds
667,Mersing,MY,2.4312,103.8405,84.11,84,40,4.61,scattered clouds
668,Pangkalanbuun,ID,-2.6833,111.6167,86.81,63,100,4.14,overcast clouds
669,Dicabisagan,PH,17.0818,122.4157,85.91,71,71,9.24,broken clouds
670,Kolpashevo,RU,58.3131,82.9089,39.29,81,29,13.62,scattered clouds
671,Mubi,NG,10.2676,13.2644,76.26,74,100,3.53,overcast clouds
672,Alta Floresta,BR,-9.8756,-56.0861,72.86,87,58,2.91,broken clouds
673,Kualakapuas,ID,-3.0091,114.3876,84.36,61,100,3.29,overcast clouds
674,Iraquara,BR,-12.2486,-41.6194,69.53,65,2,7.49,clear sky
675,Sorochinsk,RU,52.4338,53.1583,37.62,80,3,5.06,clear sky
676,Butte,US,39.6499,-121.5677,64.62,37,1,11.5,clear sky
677,Jacqueville,CI,5.2052,-4.4146,80.51,90,98,6.89,light rain
678,Qaqortoq,GL,60.7167,-46.0333,36.1,54,0,5.66,clear sky
679,Las Rosas,AR,-32.4766,-61.5804,54.46,68,0,8.57,clear sky
680,Bundaberg,AU,-24.85,152.35,81.21,57,40,7.0,scattered clouds
681,Riyadh,SA,24.6877,46.7219,73.54,22,0,5.1,clear sky
682,Maceio,BR,-9.6658,-35.7353,78.24,88,20,4.61,few clouds
683,Pochutla,MX,15.7432,-96.4661,82.81,84,100,3.47,overcast clouds
684,Flagstaff,US,35.1981,-111.6513,60.57,87,90,7.0,overcast clouds
685,Norfolk,US,42.1668,-71.2495,61.68,84,90,1.01,overcast clouds
686,Havre-Saint-Pierre,CA,50.2334,-63.5986,46.4,81,1,9.22,clear sky
687,Manzil Salim,TN,35.8567,8.4765,53.6,76,0,5.41,clear sky
688,Itarema,BR,-2.9248,-39.9167,79.14,81,71,13.58,broken clouds
689,Calvinia,ZA,-31.4707,19.776,49.26,82,84,10.69,broken clouds
690,Biak,ID,-0.9131,122.8766,83.59,66,9,6.31,clear sky
